8.996863649050537;0.0	10.551019553995078;0.0	9.699511880413048;0.0	8.298369474342273;0.0	8.75925770344049;0.0	
9.089103100735947;0.0	9.765265619132768;0.0	9.694309666004377;0.0	8.540394940354188;0.0	9.081755466633748;0.0	
9.20312462188486;0.0	9.74567086599853;0.0	9.557049913998398;0.0	8.733544870151864;0.0	7.682138610875169;0.0	
8.980670175181631;0.0	9.566179104085341;0.0	9.38007471857814;0.0	8.643129931387042;0.0	7.4048114408025665;0.0	
8.803748837284376;0.0	9.341656849355449;0.0	9.18395472851669;0.0	8.152756871369489;0.0	7.028240454976059;0.0	
8.445435513945869;0.0	9.237281188148899;0.0	9.029719846575615;0.0	8.065739969450345;0.0	7.047472268410129;0.0	
8.26069107142113;0.0	9.101224222901932;0.0	8.659565798262657;0.0	8.448309036499436;0.0	7.615306154796277;0.0	
8.18065024589219;0.0	8.918334275882534;0.0	8.596548604344507;0.0	7.914062800046023;0.0	6.9007244792474705;0.0	
7.840645072660511;0.0	8.902830394235059;0.0	8.482541458687166;0.0	8.315546575592927;0.0	7.892485176104546;0.0	
8.18668877754386;0.0	11.828406134376396;0.0	9.783712359700013;0.0	10.363177575246215;0.0	9.000084251392689;0.0	
8.024471136860795;0.0	11.507196299664768;0.0	10.350580301893613;0.0	10.783631435492685;0.0	8.775343404985017;0.0	
7.690615713385197;0.0	10.00953056632541;0.0	10.106589137534561;0.0	10.22767986402305;0.0	9.14286520515815;0.0	
7.738262647290272;0.0	9.231618008669003;0.0	10.350471554726356;0.0	10.392912335965482;0.0	8.897214470355586;0.0	
6.74012286981158;0.0	8.368463954232624;0.0	7.697306091737226;0.0	7.809747472547708;0.0	7.216250905846528;0.0	
9.31844535395395;0.0	10.713586860798857;0.0	8.903908872976908;0.0	9.177116280212152;0.0	8.618069608546143;0.0	
8.686217115341329;0.0	10.829761834266318;0.0	9.678382438467512;0.0	9.202524364081267;0.0	8.52970677714089;0.0	
8.819314819676617;0.0	11.19030203804688;0.0	9.922938528359396;0.0	8.728665873392629;0.0	9.18160442072554;0.0	
7.371405973395291;0.0	11.365247696664243;0.0	9.76894561640489;0.0	9.256953426726229;0.0	8.774089546835052;0.0	
7.941399955596903;0.0	11.777574528290783;0.0	9.495777789227793;0.0	8.719006840905681;0.0	8.301155725953842;0.0	
8.449422861215002;0.0	11.590270391641365;0.0	9.545964642059687;0.0	8.508235851050422;0.0	8.568990003172246;0.0	
8.080814066388207;0.0	10.908329175486088;0.0	9.700878701040779;0.0	8.224119469533337;0.0	8.304010445508235;0.0	
9.230850569783623;0.0	10.116312973748975;0.0	9.751711102726052;0.0	8.237665136660803;0.0	8.826391000591949;0.0	
